,uid,date,name,classification,class_primary,class_secondary,group,category,class_code,description,level,level_2,level_3,level_4,level_5,size
583,8987758,20150324,Barrier film composite and display apparatus including the barrier film composite,H01L 51/5237,H01L,51/5237,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
584,8987761,20150324,,H01L 33/38,H01L,33/38,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
585,8987762,20150324,,H01L 33/00,H01L,33/00,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
586,8987764,20150324,Semiconductor light emitting device and light source unit,H01L 33/32,H01L,33/32,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
587,8987767,20150324,Light emitting device having improved light extraction efficiency,H01L 51/5262,H01L,51/5262,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
588,8987770,20150324,Structure of light emitting diode and method to assemble thereof,H01L 33/36,H01L,33/36,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
589,8987772,20150324,Light emitting diode chip having electrode pad,H01L 33/10,H01L,33/10,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
590,8987773,20150324,Organic light emitting diode display,H01L 27/3279,H01L,27/3279,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
591,8987778,20150324,,H01L 2924/00014,H01L,2924/00014,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
592,8987779,20150324,Electrostatic discharge protection device,H01L 29/73,H01L,29/73,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
593,8987782,20150324,Semiconductor structure for forming a combination of different types of devices,H01L 21/8252,H01L,21/8252,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
594,8987784,20150324,,H01L 29/788,H01L,29/788,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
595,8987786,20150324,State retention power gated cell,H01L 21/8226,H01L,21/8226,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
596,8987787,20150324,Semiconductor structure and method for manufacturing the same,H01L 27/1052,H01L,27/1052,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
597,8987788,20150324,,H01L 27/14643,H01L,27/14643,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
598,8987789,20150324,Transistors having stressed channel regions and methods of forming transistors having stressed channel regions,H01L 29/6656,H01L,29/6656,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
599,8987791,20150324,FinFETs and methods for forming the same,H01L 29/7848,H01L,29/7848,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
600,8987794,20150324,,H01L 29/66795,H01L,29/66795,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
601,8987795,20150324,,H01L 27/1461,H01L,27/1461,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
602,8987796,20150324,Semiconductor device having semiconductor pillar,H01L 27/108,H01L,27/108,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
603,8987798,20150324,,H01L 43/02,H01L,43/02,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
604,8987801,20150324,Memory cells having a plurality of control gates and memory cells having a control gate and a shield,H01L 29/788,H01L,29/788,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
605,8987802,20150324,Method for using nanoparticles to make uniform discrete floating gate layer,H01L 21/44,H01L,21/44,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
606,8987806,20150324,Fortification of charge storing material in high K dielectric environments and resulting apparatuses,H01L 21/28282,H01L,21/28282,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
607,8987807,20150324,Nonvolatile semiconductor memory device and method of manufacturing the same,H01L 27/11551,H01L,27/11551,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
608,8987810,20150324,Semiconductor device and method for fabricating the same,H01L 29/7827,H01L,29/7827,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
609,8987811,20150324,Semiconductor devices including a vertical channel transistor and methods of fabricating the same,H01L 27/11273,H01L,27/11273,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
610,8987812,20150324,Semiconductor device and semiconductor device manufacturing method,H01L 29/772,H01L,29/772,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
611,8987813,20150324,,H01L 21/8242,H01L,21/8242,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
612,8987815,20150324,Integrated circuit with a laterally diffused metal oxide semiconductor device and method of forming the same,H01L 29/7816,H01L,29/7816,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
613,8987817,20150324,Semiconductor device having a gate insulating film with a thicker portion covering a surface of an epitaxial protrusion and manufacturing method thereof,H01L 29/7802,H01L,29/7802,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
614,8987818,20150324,Integrated MOS power transistor with thin gate oxide and low gate charge,H01L 29/66659,H01L,29/66659,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
615,8987820,20150324,,H01L 2924/00,H01L,2924/00,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
616,8987821,20150324,LDMOS with accumulation enhancement implant,H01L 29/7816,H01L,29/7816,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
617,8987827,20150324,Prevention of faceting in epitaxial source drain transistors,H01L 29/66636,H01L,29/66636,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
618,8987828,20150324,,H01L 27/0924,H01L,27/0924,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
619,8987831,20150324,SRAM cells and arrays,H01L 21/823431,H01L,21/823431,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
620,8987832,20150324,,H01L 27/2481,H01L,27/2481,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
621,8987833,20150324,,H01L 25/074,H01L,25/074,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
622,8987834,20150324,Methods of providing electrical isolation and semiconductor structures including same,H01L 21/823431,H01L,21/823431,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
623,8987835,20150324,FinFET with a buried semiconductor material between two fins,H01L 29/66795,H01L,29/66795,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
624,8987836,20150324,Field effect transistor having fin base and at lease one fin protruding from fin base,H01L 29/785,H01L,29/785,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
625,8987837,20150324,Stress enhanced finFET devices,H01L 27/1211,H01L,27/1211,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
626,8987839,20150324,Ground shield structure and semiconductor device,H01L 23/60,H01L,23/60,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
627,8987840,20150324,,H01L 2924/1461,H01L,2924/1461,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
628,8987843,20150324,,H01L 21/76807,H01L,21/76807,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
629,8987846,20150324,Magnetic memory and manufacturing method thereof,H01L 27/228,H01L,27/228,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
630,8987854,20150324,Microelectronic device with isolation trenches extending under an active area,H01L 27/0207,H01L,27/0207,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
631,8987855,20150324,Pad structures formed in double openings in dielectric layers,H01L 27/1464,H01L,27/1464,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
632,8987856,20150324,,H01L 31/105,H01L,31/105,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
633,8987858,20150324,Method and system for transient voltage suppression,H01L 29/8618,H01L,29/8618,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
634,8987859,20150324,Techniques for enhancing dielectric breakdown performance,H01L 21/76801,H01L,21/76801,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
635,8987860,20150324,Semiconductor device,H01L 21/764,H01L,21/764,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
636,8987861,20150324,Semiconductor device and method of manufacturing the same,H01L 28/10,H01L,28/10,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
637,8987863,20150324,Electrical components for microelectronic devices and methods of forming the same,H01L 28/65,H01L,28/65,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
638,8987864,20150324,Array type chip resistor and method of manufacturing thereof,H01L 28/20,H01L,28/20,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
639,8987865,20150324,,H01L 27/101,H01L,27/101,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
640,8987867,20150324,Wafer and method of manufacturing the same,H01L 21/71,H01L,21/71,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
641,8987868,20150324,Method and apparatus for programmable heterogeneous integration of stacked semiconductor die,H01L 2924/14,H01L,2924/14,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
642,8987869,20150324,,H01L 23/481,H01L,23/481,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
643,8987870,20150324,Bridge rectifier and method for same,H01L 29/00,H01L,29/00,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
644,8987875,20150324,Balanced stress assembly for semiconductor devices,H01L 23/49861,H01L,23/49861,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
645,8987877,20150324,Semiconductor device,H01L 23/48,H01L,23/48,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
646,8987878,20150324,Substrateless power device packages,H01L 23/495,H01L,23/495,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
647,8987880,20150324,Chip module and a method for manufacturing a chip module,H01L 23/495,H01L,23/495,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
648,8987881,20150324,Hybrid lead frame and ball grid array package,H01L 2224/48091,H01L,2224/48091,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
649,8987882,20150324,Semiconductor device,H01L 23/49575,H01L,23/49575,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
650,8987885,20150324,Packaged microdevices and methods for manufacturing packaged microdevices,H01L 2224/48227,H01L,2224/48227,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
651,8987886,20150324,Copper pillar full metal via electrical circuit structure,H01L 21/00,H01L,21/00,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
652,8987888,20150324,Semiconductor package and semiconductor package module having the same,H01L 23/49827,H01L,23/49827,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
653,8987892,20150324,Method for creating a selective solder seal interface for an integrated circuit cooling system,H01L 23/46,H01L,23/46,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
654,8987897,20150324,Semiconductor package,H01L 24/05,H01L,24/05,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
655,8987898,20150324,Semiconductor wafer with reduced thickness variation and method for fabricating same,H01L 2924/0002,H01L,2924/0002,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
656,8987899,20150324,,H01L 2924/01078,H01L,2924/01078,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
657,8987900,20150324,,H01L 2924/01079,H01L,2924/01079,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
658,8987901,20150324,,H01L 23/49861,H01L,23/49861,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
659,8987902,20150324,,H01L 23/49811,H01L,23/49811,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
660,8987903,20150324,Semiconductor device and semiconductor device manufacturing method,H01L 24/09,H01L,24/09,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
661,8987904,20150324,Substrate of semiconductor package and method of fabricating semiconductor package using the same,H01L 23/49816,H01L,23/49816,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
662,8987905,20150324,Semiconductor package and method for manufacturing the same,H01L 23/544,H01L,23/544,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
663,8987906,20150324,Method for providing electrical connections to spaced conductive lines,H01L 23/5283,H01L,23/5283,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
664,8987908,20150324,Semiconductor memory device including a slit,H01L 29/7926,H01L,29/7926,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
665,8987911,20150324,,H01L 23/3735,H01L,23/3735,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
666,8987912,20150324,Semiconductor device and method of manufacturing the same,H01L 41/09,H01L,41/09,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
667,8987915,20150324,Semiconductor structure and manufacturing method thereof,H01L 25/0652,H01L,25/0652,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
668,8987916,20150324,Methods and apparatus to improve reliability of isolated vias,H01L 2023/34,H01L,2023/34,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
669,8987917,20150324,,H01L 23/53238,H01L,23/53238,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
670,8987919,20150324,,H01L 23/12,H01L,23/12,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
671,8987920,20150324,Wafer substrate bonding structure and light emitting device comprising the same,H01L 33/0079,H01L,33/0079,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
672,8987923,20150324,Semiconductor seal ring,H01L 23/28,H01L,23/28,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
673,8987949,20150324,Linear regulator with multiple outputs and local feedback,H01L 2223/00,H01L,2223/00,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
674,8987972,20150324,Vibrator in vibration type driving apparatus and manufacturing method thereof,H01L 41/09,H01L,41/09,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
675,8987975,20150324,Lead type piezoelectric resonator device,H01L 41/047,H01L,41/047,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
676,8988094,20150324,Test contact arrangement,H01L 21/66,H01L,21/66,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
677,8988097,20150324,,H01L 2224/94,H01L,2224/94,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
678,8988142,20150324,Integrated high voltage isolation using low value capacitors,H01L 27/04,H01L,27/04,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
679,8988299,20150324,Integrated antenna for RFIC package applications,H01L 23/12,H01L,23/12,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
680,8988576,20150324,,H01L 27/14601,H01L,27/14601,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
681,8988623,20150324,Semiconductor device and method for manufacturing the same,H01L 29/78618,H01L,29/78618,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
682,8988626,20150324,Liquid crystal display device and method for manufacturing the same,H01L 29/78621,H01L,29/78621,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
683,8988778,20150324,Color filter array using dichroic filter,H01L 33/58,H01L,33/58,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
684,8988883,20150324,,H01L 23/4093,H01L,23/4093,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
685,8988891,20150324,Micro and millimeter waves circuit,H01L 2924/01078,H01L,2924/01078,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
686,8989829,20150324,Layered superconductor device,H01L 39/22,H01L,39/22,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
687,8989901,20150324,Transfer system,H01L 21/681,H01L,21/681,H,1,H01L,SEMICONDUCTOR DEVICES,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,SEMICONDUCTOR DEVICES,1
688,D0725061,20150324,Television receiver,G06F 1/1601,G06F,1/1601,G,6,G06F,ELECTRICAL DIGITAL DATA PROCESSING ,5,PHYSICS,Instruments,COMPUTING,ELECTRICAL DIGITAL DATA PROCESSING ,1
689,D0725062,20150324,TV receiver,G06F 1/1601,G06F,1/1601,G,6,G06F,ELECTRICAL DIGITAL DATA PROCESSING ,5,PHYSICS,Instruments,COMPUTING,ELECTRICAL DIGITAL DATA PROCESSING ,1
690,D0725063,20150324,Stand for TV receiver,G06F 1/1601,G06F,1/1601,G,6,G06F,ELECTRICAL DIGITAL DATA PROCESSING ,5,PHYSICS,Instruments,COMPUTING,ELECTRICAL DIGITAL DATA PROCESSING ,1
691,D0725064,20150324,TV receiver,G06F 1/1601,G06F,1/1601,G,6,G06F,ELECTRICAL DIGITAL DATA PROCESSING ,5,PHYSICS,Instruments,COMPUTING,ELECTRICAL DIGITAL DATA PROCESSING ,1
692,D0725111,20150324,Electronic mouse,G06F 3/03543,G06F,3/03543,G,6,G06F,ELECTRICAL DIGITAL DATA PROCESSING ,5,PHYSICS,Instruments,COMPUTING,ELECTRICAL DIGITAL DATA PROCESSING ,1
693,D0725112,20150324,Retractable pen with clip,G06F 3/016,G06F,3/016,G,6,G06F,ELECTRICAL DIGITAL DATA PROCESSING ,5,PHYSICS,Instruments,COMPUTING,ELECTRICAL DIGITAL DATA PROCESSING ,1
694,D0725113,20150324,Jeweled stylus,G06F 3/016,G06F,3/016,G,6,G06F,ELECTRICAL DIGITAL DATA PROCESSING ,5,PHYSICS,Instruments,COMPUTING,ELECTRICAL DIGITAL DATA PROCESSING ,1
695,D0725114,20150324,Stylus,G06F 3/016,G06F,3/016,G,6,G06F,ELECTRICAL DIGITAL DATA PROCESSING ,5,PHYSICS,Instruments,COMPUTING,ELECTRICAL DIGITAL DATA PROCESSING ,1
696,D0725115,20150324,Case for electronic device,G06F 1/1601,G06F,1/1601,G,6,G06F,ELECTRICAL DIGITAL DATA PROCESSING ,5,PHYSICS,Instruments,COMPUTING,ELECTRICAL DIGITAL DATA PROCESSING ,1
